dataset,priority_group,policy,records,unstable_records,unstable_pct,median_window_duration_sec,p25_window_duration_sec,p75_window_duration_sec,p05_energy_retention,median_energy_retention,p05_pga_retention,full_record_fallback_records,full_record_fallback_pct
K-NET,low_magnitude_background,shortest_stable_all,21,0,0.0,11.9,10.88,16.28,0.9644860940639624,0.9733795711128592,1.0,0,0.0
K-NET,low_magnitude_background,shortest_stable_no_catalog,21,0,0.0,11.9,10.88,16.28,0.9644860940639624,0.9733795711128592,1.0,0,0.0
K-NET,m3_to_m4_small_event,adaptive_energy_end,5647,20,0.3541703559412077,19.38,15.575,23.835,0.9614178786380831,0.9722499981045852,1.0,0,0.0
K-NET,m3_to_m4_small_event,arias_1_99_padded,5647,0,0.0,48.92,43.55,56.11,0.9936303577074332,0.9983418521790586,1.0,0,0.0
K-NET,m3_to_m4_small_event,catalog_p_fixed,5647,96,1.700017708517797,42.0,42.0,42.0,0.9786021439343315,0.9976285853629926,1.0,0,0.0
K-NET,m3_to_m4_small_event,energy_first_then_adaptive,5647,0,0.0,42.0,42.0,42.0,0.9814289687050446,0.9976500783269056,1.0,17,0.3010448025500266
K-NET,m3_to_m4_small_event,energy_onset_fixed,5647,94,1.6646006729236762,42.0,42.0,42.0,0.9788830514680783,0.997626008217414,1.0,0,0.0
K-NET,m3_to_m4_small_event,feature_onset_fixed,5647,94,1.6646006729236762,42.0,42.0,42.0,0.978879785798792,0.9976308321680116,1.0,0,0.0
K-NET,m3_to_m4_small_event,full_record,5647,0,0.0,119.0,60.0,119.0,1.0,1.0,1.0,0,0.0
K-NET,m3_to_m4_small_event,shortest_stable_all,5647,0,0.0,19.38,15.575,22.0,0.955846772474204,0.9717796424608058,1.0,0,0.0
K-NET,m3_to_m4_small_event,shortest_stable_no_catalog,5647,0,0.0,19.38,15.575,22.0,0.9558724495564972,0.9717796545943644,1.0,0,0.0
K-NET,m4plus_strong_motion,adaptive_energy_end,15473,23,0.148646028565889,26.37,21.39,32.28,0.9598072646363985,0.9675512134135164,1.0,0,0.0
K-NET,m4plus_strong_motion,arias_1_99_padded,15473,0,0.0,59.18,51.78,68.28,0.9949253941732494,0.997948181812772,1.0,0,0.0
K-NET,m4plus_strong_motion,catalog_p_fixed,15473,757,4.892393201059911,42.0,42.0,42.0,0.950664893419689,0.9939907273792702,1.0,0,0.0
K-NET,m4plus_strong_motion,energy_first_then_adaptive,15473,0,0.0,42.0,42.0,42.0,0.9643266253369562,0.994289529283479,1.0,17,0.10986880372261358
K-NET,m4plus_strong_motion,energy_onset_fixed,15473,563,3.6385962644606735,42.0,42.0,42.0,0.9590546283554784,0.9942507382022436,1.0,0,0.0
K-NET,m4plus_strong_motion,feature_onset_fixed,15473,783,5.060427842047437,42.0,42.0,42.0,0.9496932600767556,0.9939357764667828,1.0,0,0.0
K-NET,m4plus_strong_motion,full_record,15473,0,0.0,119.0,119.0,119.0,1.0,1.0,1.0,0,0.0
K-NET,m4plus_strong_motion,shortest_stable_all,15473,0,0.0,26.37,21.39,32.29,0.954649116608969,0.9665111536288912,1.0,0,0.0
