dataset,priority_group,policy,period_sec,records,spectrum_unstable_records,spectrum_unstable_pct,median_psa_retention,p05_psa_retention,p01_psa_retention,median_window_duration_sec
PNWAccelerometers,low_magnitude_background,arias_1_99_padded,0.2,5563,3,0.05392773683264426,1.0,0.9999999999999996,0.9999999999999352,150.01
PNWAccelerometers,low_magnitude_background,arias_1_99_padded,1.0,5563,377,6.776918928635628,1.0,0.8002337947044926,0.45819767168187847,150.01
PNWAccelerometers,low_magnitude_background,arias_1_99_padded,3.0,5563,782,14.057163401042603,1.0,0.4048939334172167,0.177388083838943,150.01
PNWAccelerometers,low_magnitude_background,feature_onset_fixed,0.2,5563,4792,86.14057163401043,0.1951859818868057,0.0297069380681209,0.014087614732218673,41.92
PNWAccelerometers,low_magnitude_background,feature_onset_fixed,1.0,5563,4888,87.86625921265504,0.637371086889549,0.15881222294391634,0.06486581264455192,41.92
PNWAccelerometers,low_magnitude_background,feature_onset_fixed,3.0,5563,5225,93.92414165018874,0.5096339202103453,0.11935082734801741,0.052627299257124026,41.92
PNWAccelerometers,low_magnitude_background,shortest_stable_no_catalog,0.2,5563,154,2.768290490742405,1.0,0.9999937089840503,0.773708734050129,143.2
PNWAccelerometers,low_magnitude_background,shortest_stable_no_catalog,1.0,5563,2517,45.24537120258853,0.9870974923742302,0.374543103540963,0.23118877818037098,143.2
PNWAccelerometers,low_magnitude_background,shortest_stable_no_catalog,3.0,5563,3402,61.15405356821859,0.781509277436503,0.21040938879331583,0.10979942395043873,143.2
PNWAccelerometers,m3_to_m4_small_event,arias_1_99_padded,0.2,468,0,0.0,1.0,0.9999999999999791,0.9999999999996505,94.91999999999999
PNWAccelerometers,m3_to_m4_small_event,arias_1_99_padded,1.0,468,32,6.837606837606838,0.9999998934044234,0.8550255055558298,0.6361433604001688,94.91999999999999
PNWAccelerometers,m3_to_m4_small_event,arias_1_99_padded,3.0,468,251,53.63247863247863,0.8802821513192602,0.20153217345172383,0.12150482652949622,94.91999999999999
PNWAccelerometers,m3_to_m4_small_event,feature_onset_fixed,0.2,468,189,40.38461538461539,0.9999997926952344,0.012476574128950457,0.004848877815263082,42.0
PNWAccelerometers,m3_to_m4_small_event,feature_onset_fixed,1.0,468,231,49.358974358974365,0.9616429604890513,0.07218728019450481,0.034640007505399195,42.0
PNWAccelerometers,m3_to_m4_small_event,feature_onset_fixed,3.0,468,424,90.5982905982906,0.4827654667853631,0.10538943715111851,0.05400931576772233,42.0
PNWAccelerometers,m3_to_m4_small_event,shortest_stable_no_catalog,0.2,468,0,0.0,1.0,0.9999927538312363,0.9997925254614672,42.0
PNWAccelerometers,m3_to_m4_small_event,shortest_stable_no_catalog,1.0,468,106,22.64957264957265,0.9997170502250169,0.5734001786469558,0.3640988489097078,42.0
PNWAccelerometers,m3_to_m4_small_event,shortest_stable_no_catalog,3.0,468,361,77.13675213675214,0.6071209325779585,0.15594728800622504,0.07693052148278103,42.0
PNWAccelerometers,m4plus_strong_motion,arias_1_99_padded,0.2,76,0,0.0,1.0,0.9999999999997469,0.999999999999128,81.18
