dataset,priority_group,records,primary_pct,arias_escalation_pct,full_record_fallback_pct,median_window_duration_sec,p75_window_duration_sec
PNWAccelerometers,low_magnitude_background,5563,35.46647492360237,50.35053028941219,14.18299478698544,150.01,150.01
PNWAccelerometers,m3_to_m4_small_event,468,21.794871794871796,25.0,53.205128205128204,150.01,150.01
PNWAccelerometers,m4plus_strong_motion,76,35.526315789473685,19.736842105263158,44.73684210526316,102.6,150.01
PNWAccelerometers,ALL,6107,34.419518585230065,48.02685442934337,17.55362698542656,150.01,150.01
ALL,ALL,6107,34.419518585230065,48.02685442934337,17.55362698542656,150.01,150.01
